product_code,date,amount
P664,2019-02-03,0
P665,2019-02-03,0
P666,2019-02-03,0
P667,2019-02-03,0
P668,2019-02-03,0
P669,2019-02-03,0
P670,2019-02-03,0
P671,2019-02-03,0
P672,2019-02-03,0
P673,2019-02-03,3
P674,2019-02-03,2
P675,2019-02-03,2
P676,2019-02-03,5
P677,2019-02-03,0
P678,2019-02-03,0
P679,2019-02-03,0
P680,2019-02-03,0
P681,2019-02-03,0
P682,2019-02-03,0
P683,2019-02-03,0
P684,2019-02-03,0
P685,2019-02-03,0
P686,2019-02-03,2
P687,2019-02-03,0
P688,2019-02-03,1
P689,2019-02-03,1
P690,2019-02-03,2
P691,2019-02-03,1
P692,2019-02-03,2
P693,2019-02-03,4
P694,2019-02-03,0
P695,2019-02-03,0
P696,2019-02-03,0
P697,2019-02-03,0
P698,2019-02-03,0
P699,2019-02-03,0
P700,2019-02-03,0
P701,2019-02-03,1
P702,2019-02-03,4
P703,2019-02-03,0
P704,2019-02-03,0
P705,2019-02-03,4
P706,2019-02-03,0
P707,2019-02-03,0
P708,2019-02-03,0
P711,2019-02-03,0
P712,2019-02-03,0
P713,2019-02-03,0
P714,2019-02-03,1
P715,2019-02-03,0
P716,2019-02-03,1
P717,2019-02-03,0
P718,2019-02-03,0
P719,2019-02-03,0
P720,2019-02-03,0
P721,2019-02-03,0
P722,2019-02-03,0
P724,2019-02-03,0
P726,2019-02-03,2
P727,2019-02-03,4
P728,2019-02-03,0
P729,2019-02-03,0
P730,2019-02-03,0
P731,2019-02-03,0
P732,2019-02-03,1
P733,2019-02-03,2
P734,2019-02-03,0
P735,2019-02-03,0
P736,2019-02-03,0
P737,2019-02-03,0
P738,2019-02-03,0
P739,2019-02-03,0
P740,2019-02-03,1
P741,2019-02-03,0
P742,2019-02-03,1
P743,2019-02-03,2
P744,2019-02-03,0
P745,2019-02-03,2
P746,2019-02-03,1
P747,2019-02-03,4
P748,2019-02-03,0
P749,2019-02-03,1
P750,2019-02-03,0
P751,2019-02-03,0
P752,2019-02-03,2
P753,2019-02-03,0
P754,2019-02-03,0
P755,2019-02-03,0
P756,2019-02-03,0
P757,2019-02-03,0
P758,2019-02-03,0
P759,2019-02-03,0
P760,2019-02-03,0
P761,2019-02-03,0
P762,2019-02-03,0
P763,2019-02-03,0
P764,2019-02-03,0
P765,2019-02-03,0
P766,2019-02-03,0
P767,2019-02-03,0
P768,2019-02-03,2
P769,2019-02-03,0
P770,2019-02-03,0
P771,2019-02-03,0
P772,2019-02-03,1
P773,2019-02-03,0
P774,2019-02-03,0
P775,2019-02-03,0
P776,2019-02-03,0
P777,2019-02-03,0
P778,2019-02-03,0
P779,2019-02-03,0
P780,2019-02-03,0
P781,2019-02-03,16
P782,2019-02-03,2
P783,2019-02-03,18
P784,2019-02-03,3
P785,2019-02-03,1
P786,2019-02-03,1
P787,2019-02-03,1
P788,2019-02-03,1
P789,2019-02-03,1
P790,2019-02-03,0
P791,2019-02-03,6
P792,2019-02-03,0
P793,2019-02-03,2
P794,2019-02-03,0
P795,2019-02-03,0
P796,2019-02-03,3
P797,2019-02-03,2
P798,2019-02-03,0
P799,2019-02-03,5
P800,2019-02-03,0
P801,2019-02-03,2
P802,2019-02-03,3
P803,2019-02-03,7
P804,2019-02-03,1
P805,2019-02-03,5
P806,2019-02-03,7
P807,2019-02-03,1
P808,2019-02-03,1
P809,2019-02-03,1
P810,2019-02-03,0
P811,2019-02-03,4
P812,2019-02-03,2
P813,2019-02-03,2
P814,2019-02-03,0
P815,2019-02-03,0
P816,2019-02-03,1
P817,2019-02-03,1
P818,2019-02-03,0
P819,2019-02-03,0
P1,2019-02-10,12
P2,2019-02-10,1
P3,2019-02-10,8
P4,2019-02-10,6
P5,2019-02-10,7
P6,2019-02-10,3
P7,2019-02-10,7
P8,2019-02-10,8
P9,2019-02-10,15
P10,2019-02-10,16
P11,2019-02-10,7
P12,2019-02-10,3
P13,2019-02-10,11
P14,2019-02-10,12
P15,2019-02-10,44
P16,2019-02-10,32
P17,2019-02-10,47
P18,2019-02-10,33
P19,2019-02-10,28
P20,2019-02-10,11
P21,2019-02-10,6
P22,2019-02-10,6
P23,2019-02-10,2
P24,2019-02-10,48
P25,2019-02-10,33
P26,2019-02-10,7
P27,2019-02-10,30
P28,2019-02-10,31
P29,2019-02-10,11
P30,2019-02-10,36
P31,2019-02-10,7
P32,2019-02-10,7
P33,2019-02-10,18
P34,2019-02-10,23
P35,2019-02-10,48
P36,2019-02-10,40
P37,2019-02-10,37
P38,2019-02-10,50
P39,2019-02-10,39
P40,2019-02-10,38
P41,2019-02-10,38
P42,2019-02-10,42
P43,2019-02-10,33
P44,2019-02-10,28
P45,2019-02-10,23
P46,2019-02-10,40
P47,2019-02-10,29
P48,2019-02-10,28
P49,2019-02-10,35
P50,2019-02-10,7
P51,2019-02-10,18
P52,2019-02-10,40
P53,2019-02-10,1
P54,2019-02-10,52
P55,2019-02-10,24
P56,2019-02-10,25
P57,2019-02-10,39
P58,2019-02-10,29
P59,2019-02-10,11
P60,2019-02-10,28
P61,2019-02-10,50
P62,2019-02-10,19
P63,2019-02-10,36
P64,2019-02-10,36
P65,2019-02-10,9
P66,2019-02-10,40
P67,2019-02-10,37
P68,2019-02-10,19
P69,2019-02-10,31
P70,2019-02-10,30
P71,2019-02-10,14
P72,2019-02-10,38
P73,2019-02-10,29
P74,2019-02-10,12
P75,2019-02-10,22
P76,2019-02-10,35
P77,2019-02-10,5
P78,2019-02-10,34
P79,2019-02-10,23
P80,2019-02-10,36
P81,2019-02-10,13
P82,2019-02-10,8
P83,2019-02-10,45
P84,2019-02-10,44
P85,2019-02-10,37
P86,2019-02-10,26
P87,2019-02-10,42
P88,2019-02-10,41
P89,2019-02-10,37
P90,2019-02-10,31
P91,2019-02-10,9
P92,2019-02-10,44
P93,2019-02-10,11
P94,2019-02-10,11
P95,2019-02-10,12
P96,2019-02-10,38
P97,2019-02-10,29
P98,2019-02-10,2
P99,2019-02-10,5
P100,2019-02-10,15
P101,2019-02-10,36
P102,2019-02-10,27
P103,2019-02-10,9
P104,2019-02-10,7
P105,2019-02-10,4
P106,2019-02-10,7
P107,2019-02-10,23
P108,2019-02-10,1
P109,2019-02-10,9
P110,2019-02-10,10
P111,2019-02-10,5
P112,2019-02-10,33
P113,2019-02-10,25
P114,2019-02-10,12
P115,2019-02-10,13
P116,2019-02-10,12
P117,2019-02-10,2
P118,2019-02-10,15
P119,2019-02-10,41
P120,2019-02-10,42
P121,2019-02-10,10
P122,2019-02-10,2
P123,2019-02-10,6
P124,2019-02-10,3
P125,2019-02-10,9
P126,2019-02-10,3
P127,2019-02-10,1
P128,2019-02-10,37
P129,2019-02-10,33
P130,2019-02-10,46
P131,2019-02-10,38
P132,2019-02-10,37
P133,2019-02-10,42
P134,2019-02-10,35
P135,2019-02-10,33
P136,2019-02-10,28
P137,2019-02-10,47
P138,2019-02-10,34
P139,2019-02-10,31
P140,2019-02-10,38
P141,2019-02-10,35
P142,2019-02-10,30
P143,2019-02-10,35
P144,2019-02-10,21
P145,2019-02-10,6
P146,2019-02-10,12
P147,2019-02-10,7
P148,2019-02-10,7
P149,2019-02-10,8
P150,2019-02-10,2
P151,2019-02-10,8
P152,2019-02-10,4
P153,2019-02-10,5
P154,2019-02-10,7
P155,2019-02-10,3
P156,2019-02-10,8
P157,2019-02-10,10
P158,2019-02-10,3
P159,2019-02-10,7
P160,2019-02-10,10
P161,2019-02-10,3
P162,2019-02-10,11
P163,2019-02-10,5
P164,2019-02-10,10
P165,2019-02-10,9
P166,2019-02-10,8
P167,2019-02-10,45
P168,2019-02-10,39
P169,2019-02-10,25
P170,2019-02-10,27
P171,2019-02-10,12
P172,2019-02-10,40
P173,2019-02-10,40
P174,2019-02-10,44
P175,2019-02-10,34
P176,2019-02-10,36
P177,2019-02-10,40
P178,2019-02-10,37
P179,2019-02-10,42
P180,2019-02-10,34
P181,2019-02-10,36
P182,2019-02-10,35
P183,2019-02-10,32
P184,2019-02-10,32
P185,2019-02-10,50
P186,2019-02-10,33
P187,2019-02-10,27
P188,2019-02-10,49
P189,2019-02-10,51
P190,2019-02-10,46
P191,2019-02-10,39
P192,2019-02-10,43
P193,2019-02-10,44
P194,2019-02-10,42
P195,2019-02-10,3
P196,2019-02-10,35
P197,2019-02-10,11
P198,2019-02-10,12
P199,2019-02-10,7
P200,2019-02-10,14
P201,2019-02-10,5
P202,2019-02-10,11
P203,2019-02-10,9
P204,2019-02-10,3
P205,2019-02-10,6
P206,2019-02-10,3
P207,2019-02-10,5
P208,2019-02-10,30
P209,2019-02-10,12
P210,2019-02-10,11
P211,2019-02-10,14
P212,2019-02-10,1
P213,2019-02-10,0
P214,2019-02-10,1
P215,2019-02-10,0
P216,2019-02-10,0
P217,2019-02-10,0
P218,2019-02-10,0
P219,2019-02-10,0
P220,2019-02-10,0
P221,2019-02-10,0
P222,2019-02-10,0
P223,2019-02-10,0
P224,2019-02-10,1
P225,2019-02-10,1
P226,2019-02-10,0
P227,2019-02-10,0
P228,2019-02-10,0
P229,2019-02-10,0
P230,2019-02-10,0
P231,2019-02-10,0
P232,2019-02-10,0
P233,2019-02-10,0
P234,2019-02-10,0
P235,2019-02-10,0
P236,2019-02-10,0
P237,2019-02-10,0
P238,2019-02-10,0
P239,2019-02-10,0
P240,2019-02-10,0
P241,2019-02-10,0
P242,2019-02-10,1
P243,2019-02-10,0
P244,2019-02-10,0
P245,2019-02-10,0
P246,2019-02-10,0
P247,2019-02-10,0
P248,2019-02-10,0
P249,2019-02-10,0
P250,2019-02-10,0
P251,2019-02-10,0
P252,2019-02-10,0
P253,2019-02-10,0
P254,2019-02-10,1
P255,2019-02-10,1
P256,2019-02-10,0
P257,2019-02-10,1
P258,2019-02-10,0
P259,2019-02-10,0
P260,2019-02-10,0
P261,2019-02-10,23
P262,2019-02-10,34
P263,2019-02-10,24
P264,2019-02-10,10
P265,2019-02-10,1
P266,2019-02-10,10
P267,2019-02-10,5
P268,2019-02-10,24
P269,2019-02-10,11
P270,2019-02-10,21
P271,2019-02-10,8
P272,2019-02-10,1
P273,2019-02-10,0
P274,2019-02-10,0
P275,2019-02-10,0
P276,2019-02-10,0
P277,2019-02-10,0
P278,2019-02-10,0
P279,2019-02-10,0
P280,2019-02-10,0
P281,2019-02-10,0
P282,2019-02-10,1
P283,2019-02-10,0
P284,2019-02-10,24
P285,2019-02-10,12
P286,2019-02-10,23
P287,2019-02-10,0
P288,2019-02-10,0
P289,2019-02-10,0
P290,2019-02-10,0
P291,2019-02-10,0
P292,2019-02-10,3
P293,2019-02-10,4
P294,2019-02-10,10
P295,2019-02-10,3
P296,2019-02-10,3
P297,2019-02-10,3
P298,2019-02-10,3
P299,2019-02-10,14
P300,2019-02-10,9
P301,2019-02-10,5
P302,2019-02-10,7
P303,2019-02-10,6
P304,2019-02-10,9
P305,2019-02-10,2
P306,2019-02-10,4
P307,2019-02-10,2
P308,2019-02-10,3
P309,2019-02-10,7
P310,2019-02-10,1
P311,2019-02-10,1
P312,2019-02-10,6
P313,2019-02-10,7
P314,2019-02-10,8
P315,2019-02-10,8
P316,2019-02-10,8
P317,2019-02-10,7
P318,2019-02-10,1
P319,2019-02-10,12
P320,2019-02-10,6
P321,2019-02-10,3
P322,2019-02-10,3
P323,2019-02-10,8
P324,2019-02-10,9
P325,2019-02-10,3
P326,2019-02-10,7
P327,2019-02-10,5
P328,2019-02-10,9
P329,2019-02-10,7
P330,2019-02-10,5
P331,2019-02-10,2
P332,2019-02-10,10
P333,2019-02-10,13
P334,2019-02-10,16
P335,2019-02-10,2
P336,2019-02-10,4
P337,2019-02-10,7
P338,2019-02-10,2
P339,2019-02-10,2
P340,2019-02-10,0
P341,2019-02-10,3
P342,2019-02-10,0
P343,2019-02-10,5
P344,2019-02-10,0
P345,2019-02-10,1
P346,2019-02-10,0
P347,2019-02-10,0
P348,2019-02-10,1
P349,2019-02-10,0
P350,2019-02-10,0
P351,2019-02-10,0
P352,2019-02-10,0
P354,2019-02-10,0
P355,2019-02-10,0
P356,2019-02-10,5
P357,2019-02-10,3
P358,2019-02-10,0
P359,2019-02-10,5
P360,2019-02-10,1
P361,2019-02-10,0
P362,2019-02-10,1
P363,2019-02-10,0
P364,2019-02-10,18
P365,2019-02-10,2
P366,2019-02-10,3
P367,2019-02-10,5
P368,2019-02-10,2
P369,2019-02-10,7
P370,2019-02-10,5
P371,2019-02-10,2
P372,2019-02-10,4
P373,2019-02-10,1
P374,2019-02-10,0
P375,2019-02-10,0
P376,2019-02-10,0
P377,2019-02-10,0
P378,2019-02-10,0
P379,2019-02-10,0
P380,2019-02-10,0
P381,2019-02-10,0
P382,2019-02-10,0
P383,2019-02-10,0
P384,2019-02-10,1
P386,2019-02-10,0
P387,2019-02-10,5
P388,2019-02-10,2
P389,2019-02-10,1
P390,2019-02-10,1
P391,2019-02-10,0
P392,2019-02-10,4
P393,2019-02-10,2
P394,2019-02-10,2
P395,2019-02-10,0
P396,2019-02-10,1
P397,2019-02-10,10
P398,2019-02-10,8
P399,2019-02-10,5
P400,2019-02-10,20
P401,2019-02-10,2
P402,2019-02-10,4
P403,2019-02-10,18
P404,2019-02-10,6
P405,2019-02-10,18
P406,2019-02-10,18
P407,2019-02-10,26
P408,2019-02-10,8
P409,2019-02-10,39
P410,2019-02-10,16
P411,2019-02-10,14
P412,2019-02-10,3
P413,2019-02-10,11
P414,2019-02-10,2
P415,2019-02-10,7
P416,2019-02-10,0
P417,2019-02-10,0
P418,2019-02-10,0
P419,2019-02-10,0
P420,2019-02-10,1
P421,2019-02-10,0
P422,2019-02-10,0
P423,2019-02-10,0
P424,2019-02-10,0
P425,2019-02-10,0
P426,2019-02-10,0
P427,2019-02-10,0
P428,2019-02-10,0
P429,2019-02-10,11
P430,2019-02-10,12
P431,2019-02-10,6
P432,2019-02-10,5
P433,2019-02-10,2
P434,2019-02-10,2
P435,2019-02-10,13
P436,2019-02-10,6
P437,2019-02-10,7
P438,2019-02-10,0
P439,2019-02-10,1
P440,2019-02-10,0
P441,2019-02-10,0
P442,2019-02-10,0
P443,2019-02-10,0
P444,2019-02-10,0
P445,2019-02-10,0
P446,2019-02-10,0
P447,2019-02-10,0
P448,2019-02-10,0
P449,2019-02-10,0
P450,2019-02-10,3
P451,2019-02-10,0
P452,2019-02-10,0
P453,2019-02-10,0
P454,2019-02-10,0
P455,2019-02-10,0
P456,2019-02-10,0
P457,2019-02-10,0
P458,2019-02-10,0
P459,2019-02-10,0
P460,2019-02-10,0
P461,2019-02-10,0
P462,2019-02-10,1
P463,2019-02-10,0
P464,2019-02-10,0
P465,2019-02-10,0
P466,2019-02-10,0
P467,2019-02-10,0
P468,2019-02-10,0
P469,2019-02-10,0
P470,2019-02-10,0
P471,2019-02-10,0
P472,2019-02-10,1
P473,2019-02-10,1
P474,2019-02-10,0
P475,2019-02-10,3
P476,2019-02-10,0
P477,2019-02-10,1
P478,2019-02-10,0
P479,2019-02-10,2
P480,2019-02-10,0
P481,2019-02-10,0
P482,2019-02-10,0
P483,2019-02-10,1
P484,2019-02-10,5
P485,2019-02-10,12
P486,2019-02-10,19
P487,2019-02-10,10
P488,2019-02-10,14
P489,2019-02-10,5
P490,2019-02-10,9
P491,2019-02-10,30
P492,2019-02-10,16
P493,2019-02-10,10
P494,2019-02-10,19
P495,2019-02-10,12
P496,2019-02-10,9
P497,2019-02-10,2
P498,2019-02-10,1
P499,2019-02-10,9
P500,2019-02-10,9
P501,2019-02-10,5
P502,2019-02-10,11
P503,2019-02-10,23
P504,2019-02-10,12
P505,2019-02-10,15
P506,2019-02-10,19
P507,2019-02-10,15
P508,2019-02-10,17
P509,2019-02-10,3
P510,2019-02-10,11
P511,2019-02-10,27
P512,2019-02-10,18
P513,2019-02-10,17
P514,2019-02-10,19
P515,2019-02-10,8
P516,2019-02-10,19
P517,2019-02-10,16
P518,2019-02-10,18
P519,2019-02-10,30
P520,2019-02-10,9
P521,2019-02-10,12
P522,2019-02-10,11
P523,2019-02-10,9
P524,2019-02-10,8
P525,2019-02-10,7
P526,2019-02-10,10
P527,2019-02-10,16
P528,2019-02-10,22
P529,2019-02-10,14
P530,2019-02-10,20
P531,2019-02-10,5
P532,2019-02-10,8
P533,2019-02-10,28
P534,2019-02-10,9
P535,2019-02-10,15
P536,2019-02-10,21
P537,2019-02-10,20
P538,2019-02-10,11
P539,2019-02-10,16
P540,2019-02-10,21
P541,2019-02-10,10
P542,2019-02-10,13
P543,2019-02-10,15
P544,2019-02-10,13
P545,2019-02-10,22
P546,2019-02-10,13
P547,2019-02-10,17
P548,2019-02-10,40
P549,2019-02-10,30
P550,2019-02-10,19
P551,2019-02-10,8
P552,2019-02-10,15
P553,2019-02-10,4
P554,2019-02-10,21
P555,2019-02-10,12
P556,2019-02-10,11
P557,2019-02-10,27
P558,2019-02-10,8
P559,2019-02-10,13
P560,2019-02-10,8
P561,2019-02-10,7
P562,2019-02-10,4
P563,2019-02-10,15
P564,2019-02-10,10
P565,2019-02-10,13
P566,2019-02-10,13
P567,2019-02-10,5
P568,2019-02-10,2
P569,2019-02-10,1
P570,2019-02-10,2
P571,2019-02-10,6
P572,2019-02-10,3
P573,2019-02-10,2
P574,2019-02-10,0
P575,2019-02-10,0
P576,2019-02-10,0
P577,2019-02-10,0
P578,2019-02-10,0
P579,2019-02-10,0
P580,2019-02-10,5
P581,2019-02-10,8
P582,2019-02-10,1
P583,2019-02-10,3
P584,2019-02-10,2
P585,2019-02-10,0
P586,2019-02-10,8
P587,2019-02-10,3
P588,2019-02-10,2
P589,2019-02-10,1
P590,2019-02-10,4
P591,2019-02-10,3
P592,2019-02-10,0
P593,2019-02-10,1
P594,2019-02-10,4
P595,2019-02-10,5
P596,2019-02-10,3
P597,2019-02-10,1
P598,2019-02-10,14
P599,2019-02-10,2
P600,2019-02-10,1
P601,2019-02-10,1
P602,2019-02-10,0
P603,2019-02-10,0
P604,2019-02-10,0
P605,2019-02-10,1
P606,2019-02-10,1
P607,2019-02-10,0
P608,2019-02-10,0
P609,2019-02-10,4
P610,2019-02-10,1
P611,2019-02-10,0
P612,2019-02-10,14
P613,2019-02-10,15
P614,2019-02-10,6
P615,2019-02-10,19
P616,2019-02-10,2
P617,2019-02-10,39
P618,2019-02-10,45
P619,2019-02-10,36
P620,2019-02-10,39
P621,2019-02-10,27
P622,2019-02-10,37
P623,2019-02-10,39
P624,2019-02-10,10
P625,2019-02-10,12
P626,2019-02-10,16
P627,2019-02-10,8
P628,2019-02-10,5
P629,2019-02-10,11
P630,2019-02-10,5
P631,2019-02-10,5
P632,2019-02-10,14
P633,2019-02-10,12
P634,2019-02-10,12
P635,2019-02-10,9
P636,2019-02-10,7
P637,2019-02-10,4
P638,2019-02-10,8
P639,2019-02-10,0
P640,2019-02-10,20
P641,2019-02-10,2
P642,2019-02-10,2
P643,2019-02-10,0
P644,2019-02-10,0
P646,2019-02-10,0
P647,2019-02-10,0
P649,2019-02-10,0
P650,2019-02-10,0
P651,2019-02-10,0
P652,2019-02-10,0
P653,2019-02-10,0
P654,2019-02-10,0
P655,2019-02-10,0
P656,2019-02-10,0
P657,2019-02-10,0
P658,2019-02-10,0
P659,2019-02-10,0
P660,2019-02-10,0
P661,2019-02-10,0
P662,2019-02-10,0
P663,2019-02-10,0
P664,2019-02-10,0
P665,2019-02-10,0
P666,2019-02-10,0
P667,2019-02-10,0
P668,2019-02-10,0
P669,2019-02-10,0
P670,2019-02-10,0
P671,2019-02-10,0
P672,2019-02-10,0
P673,2019-02-10,0
P674,2019-02-10,6
P675,2019-02-10,5
P676,2019-02-10,4
P677,2019-02-10,0
P678,2019-02-10,0
P679,2019-02-10,0
P680,2019-02-10,0
P681,2019-02-10,0
P682,2019-02-10,0
P683,2019-02-10,0
P684,2019-02-10,0
P685,2019-02-10,0
P686,2019-02-10,4
P687,2019-02-10,1
P688,2019-02-10,0
P689,2019-02-10,0
P690,2019-02-10,0
P691,2019-02-10,0
P692,2019-02-10,3
P693,2019-02-10,4
P694,2019-02-10,0
P695,2019-02-10,0
P696,2019-02-10,1
P697,2019-02-10,0
P698,2019-02-10,2
P699,2019-02-10,0
P700,2019-02-10,1
P701,2019-02-10,3
P702,2019-02-10,6
P703,2019-02-10,3
P704,2019-02-10,0
P705,2019-02-10,3
P706,2019-02-10,1
P707,2019-02-10,1
P708,2019-02-10,0
P711,2019-02-10,0
P712,2019-02-10,0
P713,2019-02-10,0
P714,2019-02-10,1
P715,2019-02-10,0
P716,2019-02-10,0
P717,2019-02-10,0
P718,2019-02-10,1
P719,2019-02-10,0
P720,2019-02-10,0
P721,2019-02-10,0
P722,2019-02-10,0
P724,2019-02-10,0
P726,2019-02-10,2
P727,2019-02-10,2
P728,2019-02-10,1
P729,2019-02-10,0
P730,2019-02-10,0
P731,2019-02-10,0
P732,2019-02-10,1
P733,2019-02-10,0
P734,2019-02-10,0
P735,2019-02-10,0
P736,2019-02-10,2
P737,2019-02-10,1
P738,2019-02-10,0
P739,2019-02-10,0
P740,2019-02-10,0
P741,2019-02-10,0
P742,2019-02-10,1
P743,2019-02-10,0
P744,2019-02-10,0
P745,2019-02-10,2
P746,2019-02-10,2
P747,2019-02-10,1
P748,2019-02-10,3
P749,2019-02-10,0
P750,2019-02-10,1
P751,2019-02-10,0
P752,2019-02-10,2
P753,2019-02-10,0
P754,2019-02-10,0
P755,2019-02-10,0
P756,2019-02-10,0
P757,2019-02-10,0
P758,2019-02-10,0
P759,2019-02-10,0
P760,2019-02-10,0
P761,2019-02-10,0
P762,2019-02-10,2
P763,2019-02-10,0
P764,2019-02-10,3
P765,2019-02-10,0
P766,2019-02-10,1
P767,2019-02-10,2
P768,2019-02-10,5
P769,2019-02-10,1
P770,2019-02-10,1
P771,2019-02-10,0
P772,2019-02-10,1
P773,2019-02-10,0
P774,2019-02-10,0
P775,2019-02-10,0
P776,2019-02-10,0
P777,2019-02-10,0
P778,2019-02-10,0
P779,2019-02-10,0
P780,2019-02-10,0
P781,2019-02-10,17
P782,2019-02-10,2
P783,2019-02-10,9
P784,2019-02-10,4
P785,2019-02-10,1
P786,2019-02-10,0
P787,2019-02-10,1
P788,2019-02-10,4
P789,2019-02-10,4
P790,2019-02-10,4
P791,2019-02-10,6
P792,2019-02-10,3
P793,2019-02-10,1
P794,2019-02-10,0
P795,2019-02-10,0
P796,2019-02-10,0
P797,2019-02-10,3
P798,2019-02-10,2
P799,2019-02-10,4
P800,2019-02-10,0
P801,2019-02-10,3
P802,2019-02-10,2
P803,2019-02-10,3
P804,2019-02-10,4
P805,2019-02-10,2
P806,2019-02-10,2
P807,2019-02-10,0
P808,2019-02-10,2
P809,2019-02-10,0
P810,2019-02-10,0
P811,2019-02-10,4
P812,2019-02-10,1
P813,2019-02-10,2
P814,2019-02-10,4
P815,2019-02-10,2
P816,2019-02-10,2
P817,2019-02-10,1
P818,2019-02-10,0
P819,2019-02-10,0
P1,2019-02-17,14
P2,2019-02-17,6
P3,2019-02-17,7
P4,2019-02-17,9
P5,2019-02-17,9
P6,2019-02-17,8
P7,2019-02-17,2
P8,2019-02-17,7
P9,2019-02-17,12
P10,2019-02-17,26
P11,2019-02-17,10
P12,2019-02-17,7
P13,2019-02-17,18
P14,2019-02-17,8
P15,2019-02-17,43
P16,2019-02-17,49
P17,2019-02-17,44
P18,2019-02-17,28
P19,2019-02-17,28
P20,2019-02-17,17
P21,2019-02-17,10
P22,2019-02-17,17
P23,2019-02-17,5
P24,2019-02-17,38
P25,2019-02-17,42
P26,2019-02-17,9
P27,2019-02-17,47
P28,2019-02-17,32
P29,2019-02-17,15
P30,2019-02-17,43
P31,2019-02-17,11
P32,2019-02-17,10
P33,2019-02-17,11
P34,2019-02-17,41
P35,2019-02-17,36
P36,2019-02-17,39
P37,2019-02-17,31
P38,2019-02-17,35
P39,2019-02-17,25
P40,2019-02-17,48
P41,2019-02-17,40
P42,2019-02-17,31
P43,2019-02-17,39
P44,2019-02-17,31
P45,2019-02-17,33
P46,2019-02-17,53
P47,2019-02-17,33
P48,2019-02-17,29
P49,2019-02-17,42
P50,2019-02-17,9
P51,2019-02-17,18
P52,2019-02-17,35
P53,2019-02-17,9
P54,2019-02-17,43
P55,2019-02-17,36
P56,2019-02-17,42
P57,2019-02-17,42
P58,2019-02-17,34
P59,2019-02-17,10
P60,2019-02-17,38
P61,2019-02-17,40
P62,2019-02-17,25
P63,2019-02-17,48
P64,2019-02-17,36
P65,2019-02-17,9
P66,2019-02-17,41
P67,2019-02-17,38
P68,2019-02-17,3
P69,2019-02-17,41
P70,2019-02-17,37
P71,2019-02-17,12
P72,2019-02-17,52
P73,2019-02-17,34
P74,2019-02-17,4
P75,2019-02-17,28
P76,2019-02-17,26
P77,2019-02-17,7
P78,2019-02-17,31
P79,2019-02-17,41
P80,2019-02-17,47
P81,2019-02-17,7
P82,2019-02-17,7
P83,2019-02-17,48
P84,2019-02-17,32
P85,2019-02-17,52
P86,2019-02-17,45
P87,2019-02-17,40
P88,2019-02-17,42
P89,2019-02-17,38
P90,2019-02-17,43
P91,2019-02-17,16
P92,2019-02-17,37
P93,2019-02-17,1
P94,2019-02-17,6
P95,2019-02-17,9
P96,2019-02-17,36
P97,2019-02-17,27
P98,2019-02-17,3
P99,2019-02-17,12
P100,2019-02-17,13
P101,2019-02-17,38
P102,2019-02-17,44
P103,2019-02-17,10
P104,2019-02-17,5
P105,2019-02-17,5
P106,2019-02-17,11
P107,2019-02-17,27
P108,2019-02-17,2
P109,2019-02-17,13
P110,2019-02-17,9
P111,2019-02-17,4
P112,2019-02-17,35
P113,2019-02-17,28
P114,2019-02-17,7
P115,2019-02-17,10
P116,2019-02-17,9
P117,2019-02-17,5
P118,2019-02-17,9
P119,2019-02-17,34
P120,2019-02-17,30
P121,2019-02-17,9
P122,2019-02-17,9
P123,2019-02-17,4
P124,2019-02-17,5
P125,2019-02-17,10
P126,2019-02-17,6
P127,2019-02-17,3
P128,2019-02-17,41
P129,2019-02-17,30
P130,2019-02-17,45
P131,2019-02-17,34
P132,2019-02-17,38
P133,2019-02-17,47
P134,2019-02-17,41
P135,2019-02-17,56
P136,2019-02-17,51
P137,2019-02-17,54
P138,2019-02-17,38
P139,2019-02-17,48
P140,2019-02-17,38
P141,2019-02-17,37
P142,2019-02-17,42
P143,2019-02-17,28
P144,2019-02-17,12
P145,2019-02-17,9
P146,2019-02-17,11
P147,2019-02-17,10
P148,2019-02-17,1
P149,2019-02-17,11
P150,2019-02-17,3
P151,2019-02-17,2
P152,2019-02-17,10
P153,2019-02-17,9
P154,2019-02-17,16
P155,2019-02-17,2
P156,2019-02-17,2
P157,2019-02-17,11
P158,2019-02-17,4
P159,2019-02-17,4
P160,2019-02-17,15
P161,2019-02-17,6
P162,2019-02-17,9
P163,2019-02-17,5
P164,2019-02-17,8
P165,2019-02-17,13
P166,2019-02-17,15
P167,2019-02-17,43
P168,2019-02-17,34
P169,2019-02-17,46
P170,2019-02-17,28
P171,2019-02-17,11
P172,2019-02-17,30
P173,2019-02-17,30
P174,2019-02-17,47
P175,2019-02-17,40
P176,2019-02-17,29
P177,2019-02-17,30
P178,2019-02-17,43
P179,2019-02-17,31
P180,2019-02-17,41
P181,2019-02-17,30
P182,2019-02-17,29
P183,2019-02-17,38
P184,2019-02-17,52
P185,2019-02-17,43
P186,2019-02-17,51
P187,2019-02-17,28
P188,2019-02-17,39
P189,2019-02-17,28
P190,2019-02-17,31
P191,2019-02-17,37
P192,2019-02-17,43
P193,2019-02-17,39
P194,2019-02-17,38
P195,2019-02-17,3
P196,2019-02-17,43
P197,2019-02-17,9
P198,2019-02-17,11
P199,2019-02-17,1
P200,2019-02-17,15
P201,2019-02-17,2
P202,2019-02-17,15
